t,active_cpu_fog,fog_capacity,pressure,worst_fog_pressure,predicted_pressure,prediction_uncertainty,lstm_fallback_used,dqn_fallback_used_tasks,scale_decision,offload_ratio,offload_reason,tasks_on_fog,tasks_on_cloud,tasks_placed_fog,tasks_placed_cloud,fog_nodes_used_tick,cloud_nodes_used_tick,scale_up_total,scale_down_total,energy_joules_cumul
843,336,805,0.41739130434782606,0.91,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,23,4,12,2,7,2,5,1,1152156.1623510655
844,399,805,0.4956521739130435,0.91,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,27,3,10,1,5,1,5,1,1153699.8053288308
845,480,805,0.5962732919254659,0.925,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,29,3,8,2,5,2,5,1,1155361.6866966889
846,450,805,0.5590062111801242,0.925,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,27,3,9,0,5,0,5,1,1156970.0239469
847,201,805,0.2496894409937888,0.5176470588235295,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,20,3,4,2,2,2,5,1,1158215.0661412897
848,337,805,0.4186335403726708,0.9583333333333334,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,19,5,9,3,7,2,5,1,1159634.9616286713
849,436,805,0.5416149068322982,0.9583333333333334,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,18,6,5,3,4,2,5,1,1161225.5227507278
850,570,805,0.7080745341614907,0.9090909090909091,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,20,6,7,3,5,2,5,1,1163044.7662890523
851,408,805,0.506832298136646,0.9090909090909091,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,19,10,7,5,2,2,5,1,1164609.960033775
852,364,805,0.45217391304347826,0.9083333333333333,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,21,10,10,2,8,2,5,1,1166083.12566845
853,371,805,0.4608695652173913,0.9083333333333333,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,24,8,6,5,4,2,5,1,1167575.1728820724
854,375,805,0.4658385093167702,0.6833333333333333,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,25,7,9,1,4,1,5,1,1169084.053429028
855,272,805,0.337888198757764,0.5333333333333333,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,23,4,9,0,6,0,5,1,1170411.932768084
856,327,805,0.4062111801242236,0.5647058823529412,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,28,3,9,2,5,2,5,1,1171834.465404823
857,443,805,0.5503105590062112,1.0,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,27,3,9,1,7,1,5,1,1173432.666303125
858,355,805,0.4409937888198758,0.675,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,23,10,5,7,3,2,5,1,1174889.2274955446
859,334,805,0.41490683229813663,0.675,1.2547893209312915,0.2814698641664782,0,0,none,0.38070486191217645,demand/capacity=1.14,19,11,5,3,4,2,5,1,1176301.5106130978
860,294,805,0.3652173913043478,1.0,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,13,9,4,0,4,0,5,1,1177632.3774040726
861,399,805,0.4956521739130435,1.0,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,18,3,10,0,6,0,5,1,1179142.0485036129
862,405,805,0.5031055900621118,0.8818181818181818,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,22,1,8,1,3,1,5,1,1180676.9468758805
863,459,805,0.5701863354037268,0.8818181818181818,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,24,4,8,3,6,2,5,1,1182315.7594638343
864,438,805,0.5440993788819876,0.8818181818181818,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,23,4,6,1,4,1,5,1,1183903.1076555033
865,350,805,0.43478260869565216,0.86,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,27,2,14,0,5,0,5,1,1185373.9805680655
866,381,805,0.47329192546583854,0.86,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,28,2,7,2,4,2,5,1,1186899.8909137829
867,355,805,0.4409937888198758,0.9416666666666667,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,26,2,6,0,3,0,5,1,1188353.9745051141
868,330,805,0.40993788819875776,0.75,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,21,1,6,0,4,0,5,1,1189774.2662304167
869,326,805,0.4049689440993789,0.75,0.9730450509592545,0.20663085028086467,0,0,up,0.0,low pressure,19,2,6,2,4,2,5,1,1191188.6903086605
870,291,805,0.36149068322981365,0.5052631578947369,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,18,2,6,0,5,0,5,1,1192568.0880711148
871,344,805,0.42732919254658386,0.9090909090909091,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,18,1,6,0,4,0,5,1,1194017.8255464877
872,344,805,0.42732919254658386,0.9090909090909091,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,17,0,7,0,4,0,5,1,1195465.2118866697
873,384,805,0.47701863354037266,0.9583333333333334,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,19,1,9,1,5,1,5,1,1196941.8530115408
874,340,805,0.422360248447205,0.9583333333333334,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,19,1,5,0,3,0,5,1,1198339.501489353
875,312,805,0.3875776397515528,0.75,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,19,0,6,0,6,0,5,1,1199719.7530373405
876,243,805,0.3018633540372671,0.6416666666666667,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,18,2,8,2,4,2,5,1,1201004.0679824573
877,343,805,0.4260869565217391,0.6705882352941176,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,23,3,8,1,7,1,5,1,1202458.4893517226
878,427,805,0.5304347826086957,0.7052631578947368,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,28,1,12,0,7,0,5,1,1204056.0796275458
879,361,805,0.4484472049689441,0.7052631578947368,0.9653402190199858,0.20690815337286125,0,0,none,0.0,low pressure,24,0,4,0,3,0,5,1,1205553.8971760962
880,364,805,0.45217391304347826,0.675,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,24,3,9,3,5,2,5,1,1207057.0314288405
881,283,805,0.3515527950310559,0.675,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,18,5,3,2,2,2,5,1,1208399.369030867
882,268,805,0.33291925465838507,0.675,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,19,4,7,1,6,1,5,1,1209744.1870250504
883,186,805,0.231055900621118,0.3333333333333333,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,18,1,7,0,4,0,5,1,1210947.9116591625
884,220,805,0.2732919254658385,0.3333333333333333,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,18,1,4,1,4,1,5,1,1212213.4455038009
885,357,805,0.4434782608695652,1.0,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,17,2,6,1,5,1,5,1,1213668.448599776
886,331,805,0.4111801242236025,1.0,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,15,3,4,2,2,2,5,1,1215079.3990641723
887,421,805,0.5229813664596273,1.0,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,16,3,8,0,5,0,5,1,1216634.8495285686
888,496,805,0.6161490683229813,1.0,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,18,3,6,3,5,2,5,1,1218287.137313539
889,465,805,0.577639751552795,1.0,1.0369230740830058,0.2124648737870823,0,0,none,0.28681289413048416,demand/capacity=1.09,20,5,6,2,3,2,5,1,1219898.3074514505
890,195,805,0.2422360248447205,0.3466666666666667,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,17,5,8,0,5,0,5,1,1221137.8561778788
891,293,805,0.3639751552795031,0.78,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,18,4,4,2,3,2,5,1,1222493.2186297975
892,334,805,0.41490683229813663,0.9,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,18,5,8,3,6,2,5,1,1223879.216049818
893,422,805,0.5242236024844721,0.9,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,22,4,8,1,5,1,5,1,1225445.0296463093
894,533,805,0.662111801242236,0.9647058823529412,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,28,2,11,1,6,1,5,1,1227212.3978093641
895,467,805,0.5801242236024845,0.8363636363636363,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,24,2,6,1,3,1,5,1,1228864.3600947568
896,506,805,0.6285714285714286,0.8947368421052632,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,28,3,12,1,4,1,5,1,1230597.0668331939
897,354,805,0.43975155279503103,0.9916666666666667,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,21,2,5,0,3,0,5,1,1232055.8486842117
898,321,805,0.3987577639751553,0.9916666666666667,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,22,1,4,0,4,0,5,1,1233472.3876770816
899,198,805,0.24596273291925466,0.8333333333333334,0.8915234604888096,0.2325093231465819,0,0,none,0.0,low pressure,18,0,8,0,7,0,5,1,1234661.8558612452
900,307,805,0.3813664596273292,0.7636363636363637,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,22,1,7,1,5,1,5,1,1236018.411764707
901,327,805,0.4062111801242236,0.675,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,20,1,6,0,5,0,5,1,1237434.4736842115
902,390,805,0.484472049689441,0.8333333333333334,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,18,0,6,0,6,0,5,1,1238945.7728328183
903,468,805,0.5813664596273292,0.8454545454545455,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,21,2,8,2,3,2,5,1,1240570.811215875
904,477,805,0.5925465838509317,0.9466666666666667,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,18,3,5,1,4,1,5,1,1242243.7098930492
905,555,805,0.6894409937888198,0.9466666666666667,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,23,4,9,3,5,2,5,1,1244063.9228117096
906,506,805,0.6285714285714286,0.9466666666666667,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,26,4,12,0,4,0,5,1,1245814.290634676
907,445,805,0.5527950310559007,0.9263157894736842,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,28,3,7,3,3,2,5,1,1247445.9084576427
908,366,805,0.4546583850931677,0.9263157894736842,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,26,5,6,2,5,2,5,1,1248924.7564499497
909,393,805,0.48819875776397514,0.9578947368421052,0.981192267996695,0.24000701625742554,0,0,none,0.0,low pressure,19,4,6,2,5,2,5,1,1250417.500375271
910,481,805,0.5975155279503106,0.9473684210526315,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,22,2,10,0,5,0,5,1,1252088.255148233
911,417,805,0.5180124223602485,0.9473684210526315,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,22,4,5,4,3,2,5,1,1253658.1910709273
912,448,805,0.5565217391304348,0.8888888888888888,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,24,5,10,1,7,1,5,1,1255266.0204639286
913,399,805,0.4956521739130435,0.7,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,23,7,7,3,4,2,5,1,1256795.0655432043
914,367,805,0.45590062111801244,0.7,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,20,5,3,1,2,1,5,1,1258282.8485903945
915,318,805,0.3950310559006211,0.9833333333333333,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,17,4,7,0,5,0,5,1,1259657.052608126
916,313,805,0.38881987577639754,0.9833333333333333,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,17,3,5,2,4,2,5,1,1261016.920841544
917,440,805,0.546583850931677,0.825,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,24,4,13,2,8,2,5,1,1262614.8373557574
918,375,805,0.4658385093167702,0.675,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,25,5,6,3,2,2,5,1,1264125.5242048989
919,310,805,0.38509316770186336,1.0,1.1867054932971666,0.2437860378867161,0,0,none,0.32989761917571325,demand/capacity=1.11,18,5,4,0,4,0,5,1,1265486.0737991384
920,346,805,0.4298136645962733,1.0,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,17,2,6,1,5,1,5,1,1266898.9659208197
921,381,805,0.47329192546583854,0.8833333333333333,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,22,4,12,3,5,2,5,1,1268398.0966788644
922,359,805,0.44596273291925465,0.675,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,25,6,7,3,3,2,5,1,1269881.8594145807
923,349,805,0.4335403726708075,0.75,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,29,5,11,0,5,0,5,1,1271341.734637397
924,353,805,0.43850931677018634,0.75,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,29,3,7,2,4,2,5,1,1272807.5757693045
925,426,805,0.529192546583851,0.75,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,27,5,8,3,5,2,5,1,1274386.3627216453
926,340,805,0.422360248447205,0.6705882352941176,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,23,5,9,0,6,0,5,1,1275851.5055821387
927,443,805,0.5503105590062112,0.7416666666666667,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,23,4,7,2,5,2,5,1,1277475.4773900006
928,359,805,0.44596273291925465,0.75,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,19,2,8,0,6,0,5,1,1278958.5039286064
929,430,805,0.5341614906832298,0.9636363636363636,1.018587368054746,0.2127147258904535,0,0,up,0.33489557988177143,demand/capacity=1.12,19,9,5,8,4,2,5,1,1280529.4850126668
930,485,805,0.6024844720496895,0.75,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,23,13,12,4,6,2,5,1,1282215.3448728789
931,410,805,0.5093167701863354,0.93,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,21,17,6,6,2,2,5,1,1283785.9196453716
932,449,805,0.5577639751552795,0.93,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,27,14,10,3,5,2,5,1,1285419.8516746426
933,382,805,0.4745341614906832,0.93,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,22,12,4,5,3,2,5,1,1286900.9950042232
934,333,805,0.41366459627329194,0.7333333333333333,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,24,9,9,3,5,2,5,1,1288334.919680553
935,289,805,0.3590062111801242,0.55,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,20,7,7,0,4,0,5,1,1289698.411741253
936,371,805,0.4608695652173913,0.9454545454545454,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,22,7,7,4,4,2,5,1,1291171.407812648
937,381,805,0.47329192546583854,1.0,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,16,10,4,5,4,2,5,1,1292633.3161647448
938,367,805,0.45590062111801244,1.0,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,14,12,1,6,1,2,5,1,1294076.1336077508
939,208,805,0.25838509316770186,0.75,1.1718474618181558,0.22990034470463308,0,0,none,0.41957050199656454,demand/capacity=1.16,12,10,8,0,6,0,5,1,1295291.834072147
940,311,805,0.38633540372670805,0.75,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,19,5,10,2,6,2,5,1,1296681.3567056023
941,457,805,0.5677018633540373,0.8235294117647058,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,28,4,11,2,7,2,5,1,1298321.227425182
942,429,805,0.5329192546583851,0.8833333333333333,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,26,4,6,2,3,2,5,1,1299899.4430880023
943,416,805,0.5167701863354037,0.8833333333333333,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,20,4,5,1,4,1,5,1,1301447.4817642383
944,544,805,0.675776397515528,0.92,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,29,4,18,1,8,1,5,1,1303234.8755863605
945,454,805,0.5639751552795031,0.7666666666666667,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,27,3,4,1,1,1,5,1,1304879.989351723
946,456,805,0.5664596273291925,0.990909090909091,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,25,3,6,1,3,1,5,1,1306523.152160148
947,388,805,0.48198757763975153,1.0,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,18,4,6,2,5,2,5,1,1308011.4787386262
948,375,805,0.4658385093167702,1.0,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,20,5,8,2,3,2,5,1,1309474.971983771
949,307,805,0.3813664596273292,0.8736842105263158,0.9718618638849701,0.21678575197587044,0,0,none,0.0,low pressure,19,3,6,1,4,1,5,1,1310844.3666385228
950,404,805,0.5018633540372671,0.8631578947368421,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,23,2,10,1,7,1,5,1,1312367.0758396673
951,403,805,0.5006211180124224,0.8631578947368421,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,23,2,4,1,4,1,5,1,1313897.0767074786
952,397,805,0.493167701863354,0.675,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,23,2,8,1,3,1,5,1,1315438.2452270396
953,316,805,0.39254658385093166,0.675,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,19,2,6,0,3,0,5,1,1316828.9867600163
954,277,805,0.3440993788819876,0.8583333333333333,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,18,2,5,1,3,1,5,1,1318145.6369617237
955,412,805,0.5118012422360249,0.98,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,15,7,5,6,4,2,5,1,1319652.5327774663
956,298,805,0.3701863354037267,0.98,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,15,6,5,0,4,0,5,1,1321015.2922295725
957,371,805,0.4608695652173913,0.9473684210526315,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,13,6,3,1,2,1,5,1,1322487.8016816787
958,239,805,0.2968944099378882,0.65,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,14,2,7,0,5,0,5,1,1323750.6862158752
959,372,805,0.462111801242236,0.8210526315789474,1.090951266700138,0.22780563399670892,0,0,none,0.35859788166502415,demand/capacity=1.13,20,1,9,1,6,1,5,1,1325253.9827024124
960,389,805,0.4832298136645963,0.8210526315789474,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,21,5,4,4,3,2,5,1,1326764.7791889496
961,336,805,0.41739130434782606,0.9,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,15,5,3,1,2,1,5,1,1328167.6299371435
962,352,805,0.4372670807453416,0.9,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,14,6,6,1,5,1,5,1,1329595.788734873
963,388,805,0.48198757763975153,0.9,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,16,10,6,9,4,2,5,1,1331083.2288793519
964,380,805,0.4720496894409938,0.7333333333333333,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,17,12,5,2,4,2,5,1,1332585.6298081444
965,360,805,0.4472049689440994,0.7,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,14,11,4,0,4,0,5,1,1334049.844978423
966,373,805,0.46335403726708074,0.825,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,16,6,7,2,3,2,5,1,1335535.2180434386
967,378,805,0.46956521739130436,0.825,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,13,5,3,3,3,2,5,1,1337010.2515362615
968,391,805,0.4857142857142857,0.825,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,16,7,7,2,5,2,5,1,1338507.7734191774
969,335,805,0.4161490683229814,0.7666666666666667,1.0511143513793195,0.22167904216045842,0,0,none,0.3749253474785421,demand/capacity=1.14,16,6,5,1,3,1,5,1,1339948.707066799
970,303,805,0.3763975155279503,0.9272727272727272,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,17,3,7,0,5,0,5,1,1341322.8428675309
971,373,805,0.46335403726708074,0.9272727272727272,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,22,2,11,1,6,1,5,1,1342813.8877239903
972,466,805,0.5788819875776398,0.9833333333333333,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,21,2,4,1,3,1,5,1,1344416.5208157436
973,476,805,0.591304347826087,0.990909090909091,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,20,2,4,1,3,1,5,1,1346050.7059409898
974,487,805,0.6049689440993788,0.9818181818181818,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,15,2,7,0,5,0,5,1,1347714.9981471067
975,602,805,0.7478260869565218,1.0,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,21,1,10,1,5,1,5,1,1349601.1506473413
976,551,805,0.684472049689441,0.9529411764705882,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,25,1,9,0,3,0,5,1,1351405.337238485
977,364,805,0.45217391304347826,0.6947368421052632,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,24,0,5,0,4,0,5,1,1352922.5972300414
978,361,805,0.4484472049689441,0.6947368421052632,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,25,1,10,1,5,1,5,1,1354400.766312507
979,500,805,0.6211180124223602,0.8181818181818182,0.9820894420067952,0.20285073304081544,0,0,none,0.0,low pressure,24,2,10,1,6,1,5,1,1356132.5202880206
980,487,805,0.6049689440993788,0.8583333333333333,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,23,1,5,0,3,0,5,1,1357826.9058424816
981,394,805,0.4894409937888199,0.8181818181818182,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,18,3,5,2,3,2,5,1,1359351.0070832171
982,340,805,0.422360248447205,0.968421052631579,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,17,2,6,0,4,0,5,1,1360768.0494300602
983,360,805,0.4472049689440994,0.8526315789473684,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,17,4,8,3,6,2,5,1,1362224.1623041572
984,390,805,0.484472049689441,0.8526315789473684,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,17,10,3,7,2,2,5,1,1363729.400178254
985,338,805,0.41987577639751555,0.75,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,19,14,8,4,3,2,5,1,1365159.1736560662
986,254,805,0.315527950310559,0.45,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,20,11,8,0,4,0,5,1,1366480.3972230048
987,299,805,0.37142857142857144,0.9666666666666667,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,20,5,6,0,4,0,5,1,1367837.5167229578
988,338,805,0.41987577639751555,0.8636363636363636,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,20,2,6,2,4,2,5,1,1369245.9369195052
989,345,805,0.42857142857142855,0.8636363636363636,1.2059675996552626,0.2519913538655468,0,0,none,0.4155303904302534,demand/capacity=1.16,15,6,2,4,2,2,5,1,1370654.2296650724
990,305,805,0.37888198757763975,0.8636363636363636,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,17,4,8,0,4,0,5,1,1372010.6057439728
991,295,805,0.36645962732919257,0.66,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,19,1,9,0,6,0,5,1,1373373.2105849523
992,304,805,0.37763975155279506,0.525,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,23,0,6,0,3,0,5,1,1374750.9972441136
993,324,805,0.40248447204968946,0.7583333333333333,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,22,2,7,2,5,2,5,1,1376157.9360751484
994,481,805,0.5975155279503106,0.8818181818181818,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,21,4,8,2,6,2,5,1,1377812.6550098516
995,467,805,0.5801242236024845,0.75,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,21,5,5,1,3,1,5,1,1379461.4421263728
996,517,805,0.6422360248447205,1.0,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,22,4,10,2,5,2,5,1,1381184.565367296
997,456,805,0.5664596273291925,1.0,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,24,3,9,0,4,0,5,1,1382790.1287996068
998,382,805,0.4745341614906832,0.8272727272727273,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,30,2,9,0,4,0,5,1,1384289.4472628774
999,296,805,0.36770186335403726,0.66,0.9629002045974966,0.2005480245516996,0,0,none,0.0,low pressure,24,1,3,1,2,1,5,1,1385632.601287645
