t,active_cpu_fog,fog_capacity,pressure,predicted_pressure,prediction_uncertainty,tasks_placed_fog,tasks_placed_cloud,scale_decision,scale_up_total,scale_down_total,energy_joules_cumul,offload_ratio,fog_f0_p,fog_f0_load,fog_f0_power,fog_f1_p,fog_f1_load,fog_f1_power,fog_f2_p,fog_f2_load,fog_f2_power,fog_f3_p,fog_f3_load,fog_f3_power,fog_f4_p,fog_f4_load,fog_f4_power,cloud_c0_load,cloud_c1_load
125,82.33333333333326,110.0,0.7484848484848478,0.5771753831890304,0.2923356467376592,0,6,none,0,2,20182.474747474742,1.0,0.7484848484848478,82.33333333333326,142.27272727272717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.3333333333336,0.0
126,82.33333333333326,110.0,0.7484848484848478,0.5771753831890304,0.2923356467376592,2,3,none,0,2,20354.74747474747,0.6,0.9484848484848478,104.33333333333326,172.27272727272717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.666666666667,0.0
127,23.333333333333243,110.0,0.2121212121212113,0.5771753831890304,0.2923356467376592,9,1,none,0,2,20513.838383838378,0.1,0.8606060606060597,94.66666666666657,159.09090909090895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.66666666666697,0.0
128,93.33333333333324,110.0,0.8484848484848476,0.5771753831890304,0.2923356467376592,3,7,none,0,2,20684.74747474747,0.7,0.9393939393939386,103.33333333333324,170.9090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.3333333333336,0.0
129,56.33333333333324,110.0,0.5121212121212113,0.5771753831890304,0.2923356467376592,8,3,none,0,2,20845.202020202014,0.2727272727272727,0.869696969696969,95.66666666666659,160.45454545454535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0000000000002,0.0
130,50.666666666666586,110.0,0.46060606060605985,0.573751057070799,0.28755086914917555,6,7,none,0,2,21025.202020202014,0.5384615384615384,0.9999999999999992,109.99999999999991,179.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.3333333333335,0.0
131,99.99999999999991,110.0,0.9090909090909083,0.573751057070799,0.28755086914917555,0,8,none,0,2,21191.56565656565,1.0,0.9090909090909083,99.99999999999991,166.36363636363623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.3333333333335,0.0
132,61.999999999999915,110.0,0.5636363636363628,0.573751057070799,0.28755086914917555,3,8,none,0,2,21371.111111111106,0.7272727272727273,0.9969696969696961,109.66666666666657,179.54545454545442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.6666666666669,0.0
133,50.33333333333324,110.0,0.45757575757575675,0.573751057070799,0.28755086914917555,4,2,none,0,2,21540.202020202014,0.3333333333333333,0.9272727272727265,101.99999999999991,169.09090909090898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.66666666666686,0.0
134,99.33333333333324,110.0,0.9030303030303022,0.573751057070799,0.28755086914917555,0,4,none,0,2,21705.656565656558,1.0,0.9030303030303022,99.33333333333324,165.45454545454533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.66666666666686,0.0
135,27.999999999999915,110.0,0.2545454545454538,0.5622570928596283,0.2887676477414432,1,6,none,0,2,21884.292929292922,0.8571428571428571,0.9909090909090902,108.99999999999991,178.63636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.33333333333354,0.0
136,80.99999999999991,110.0,0.7363636363636356,0.5622570928596283,0.2887676477414432,4,7,none,0,2,22057.020202020194,0.6363636363636364,0.9515151515151506,104.66666666666657,172.7272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.6666666666669,0.0
137,104.66666666666657,110.0,0.9515151515151506,0.5622570928596283,0.2887676477414432,0,11,none,0,2,22229.747474747466,1.0,0.9515151515151506,104.66666666666657,172.7272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.66666666666686,0.0
138,23.666666666666572,110.0,0.2151515151515143,0.5622570928596283,0.2887676477414432,7,0,none,0,2,22392.929292929286,0.0,0.887878787878787,97.66666666666657,163.18181818181804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.66666666666686,0.0
139,76.66666666666657,110.0,0.6969696969696961,0.5622570928596283,0.2887676477414432,3,6,none,0,2,22561.56565656565,0.6666666666666666,0.9242424242424234,101.66666666666657,168.6363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.66666666666686,0.0
140,73.9999999999999,110.0,0.6727272727272718,0.5654583805717476,0.284242006773285,2,5,none,0,2,22728.38383838383,0.7142857142857143,0.9121212121212112,100.33333333333323,166.81818181818167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.66666666666686,0.0
141,51.33333333333323,110.0,0.46666666666666573,0.5654583805717476,0.284242006773285,5,1,none,0,2,22899.292929292922,0.16666666666666666,0.9393939393939384,103.33333333333323,170.90909090909076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.00000000000017,0.0
142,54.66666666666656,110.0,0.496969696969696,0.5654583805717476,0.284242006773285,5,7,none,0,2,23057.020202020194,0.5833333333333334,0.8515151515151506,93.66666666666656,157.72727272727258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.6666666666667,0.0
143,92.33333333333323,110.0,0.8393939393939385,0.5654583805717476,0.284242006773285,1,8,none,0,2,23214.747474747466,0.8888888888888888,0.8515151515151506,93.66666666666656,157.72727272727258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0
144,41.666666666666565,110.0,0.37878787878787784,0.5654583805717476,0.284242006773285,3,5,none,0,2,23394.292929292922,0.625,0.9969696969696961,109.66666666666657,179.54545454545442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.6666666666666,0.0
145,70.66666666666657,110.0,0.6424242424242416,0.5680555665858902,0.2798726029251781,5,2,none,0,2,23564.292929292922,0.2857142857142857,0.9333333333333325,102.66666666666657,169.99999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0
146,51.33333333333324,110.0,0.46666666666666584,0.5680555665858902,0.2798726029251781,5,6,none,0,2,23715.202020202014,0.5454545454545454,0.8060606060606051,88.66666666666657,150.90909090909076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.3333333333334,0.0
147,69.33333333333324,110.0,0.6303030303030295,0.5680555665858902,0.2798726029251781,3,3,none,0,2,23894.292929292922,0.5,0.9939393939393931,109.33333333333324,179.09090909090898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.33333333333337,0.0
148,78.66666666666657,110.0,0.7151515151515143,0.5680555665858902,0.2798726029251781,4,8,none,0,2,24073.38383838383,0.6666666666666666,0.993939393939393,109.33333333333323,179.09090909090895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.6666666666667,0.0
149,73.33333333333323,110.0,0.6666666666666657,0.5680555665858902,0.2798726029251781,3,7,none,0,2,24241.111111111102,0.7,0.9181818181818171,100.99999999999989,167.72727272727258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.6666666666667,0.0
150,33.33333333333323,110.0,0.3030303030303021,0.5770808044599847,0.2648414219739341,6,1,none,0,2,24403.838383838374,0.14285714285714285,0.8848484848484839,97.33333333333323,162.72727272727258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.00000000000006,0.0
151,69.33333333333323,110.0,0.6303030303030294,0.5770808044599847,0.2648414219739341,4,5,none,0,2,24583.38383838383,0.5555555555555556,0.996969696969696,109.66666666666656,179.5454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0
152,81.99999999999989,110.0,0.7454545454545444,0.5770808044599847,0.2648414219739341,2,11,none,0,2,24763.38383838383,0.8461538461538461,0.999999999999999,109.99999999999989,179.99999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.33333333333337,0.0
153,69.66666666666654,110.0,0.6333333333333322,0.5770808044599847,0.2648414219739341,6,5,none,0,2,24936.111111111102,0.45454545454545453,0.9515151515151504,104.66666666666654,172.72727272727258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.00000000000006,0.0
154,39.333333333333215,110.0,0.3575757575757565,0.5770808044599847,0.2648414219739341,2,11,none,0,2,25114.29292929292,0.8461538461538461,0.9878787878787868,108.66666666666654,178.18181818181802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.3333333333334,0.0
155,104.33333333333321,110.0,0.9484848484848474,0.5762139146038983,0.265480063988462,0,6,none,0,2,25286.565656565646,1.0,0.9484848484848474,104.33333333333321,172.2727272727271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.6666666666667,0.0
156,71.99999999999989,110.0,0.6545454545454535,0.5762139146038983,0.265480063988462,4,7,none,0,2,25460.20202020201,0.6363636363636364,0.9575757575757565,105.33333333333321,173.63636363636348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.6666666666667,0.0
157,33.333333333333215,110.0,0.30303030303030193,0.5762139146038983,0.265480063988462,10,3,none,0,2,25637.02020202019,0.23076923076923078,0.9787878787878777,107.66666666666654,176.81818181818164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.3333333333335,0.0
158,107.66666666666654,110.0,0.9787878787878777,0.5762139146038983,0.265480063988462,0,11,none,0,2,25813.83838383837,1.0,0.9787878787878777,107.66666666666654,176.81818181818164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.3333333333336,0.0
159,50.66666666666654,110.0,0.46060606060605946,0.5762139146038983,0.265480063988462,4,10,none,0,2,25991.565656565643,0.7142857142857143,0.9848484848484836,108.3333333333332,177.72727272727255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.3333333333336,0.0
160,58.999999999999865,110.0,0.5363636363636352,0.5657685244551063,0.25829674912563094,7,3,none,0,2,26170.65656565655,0.3,0.9939393939393926,109.33333333333319,179.0909090909089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.3333333333336,0.0
161,107.99999999999986,110.0,0.9818181818181805,0.5657685244551063,0.25829674912563094,0,10,none,0,2,26347.92929292928,1.0,0.9818181818181805,107.99999999999986,177.27272727272708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0000000000002,0.0
162,51.66666666666653,110.0,0.46969696969696845,0.5657685244551063,0.25829674912563094,5,0,none,0,2,26482.474747474735,0.0,0.6969696969696957,76.66666666666653,134.54545454545433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0000000000002,0.0
163,26.3333333333332,110.0,0.2393939393939382,0.5657685244551063,0.25829674912563094,1,10,none,0,2,26658.83838383837,0.9090909090909091,0.9757575757575746,107.3333333333332,176.3636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.666666666667,0.0
164,105.99999999999987,110.0,0.9636363636363625,0.5657685244551063,0.25829674912563094,0,6,none,0,2,26833.383838383827,1.0,0.9636363636363625,105.99999999999987,174.5454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.666666666667,0.0
165,83.66666666666654,110.0,0.7606060606060595,0.5844918198632738,0.2500071904033455,2,5,none,0,2,27013.383838383827,0.7142857142857143,0.9999999999999989,109.99999999999987,179.99999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.3333333333337,0.0
166,26.3333333333332,110.0,0.2393939393939382,0.5844918198632738,0.2500071904033455,3,3,none,0,2,27125.202020202007,0.5,0.5454545454545442,59.999999999999865,111.81818181818163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.666666666667,0.0
167,34.999999999999865,110.0,0.31818181818181696,0.5844918198632738,0.2500071904033455,4,6,none,0,2,27300.65656565655,0.6,0.9696969696969683,106.66666666666652,175.45454545454524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0000000000003,0.0
168,81.66666666666652,110.0,0.7424242424242411,0.5844918198632738,0.2500071904033455,5,5,none,0,2,27479.74747474746,0.5,0.9939393939393925,109.33333333333317,179.09090909090887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.3333333333337,0.0
169,99.33333333333317,110.0,0.9030303030303015,0.5844918198632738,0.2500071904033455,0,8,none,0,2,27645.202020202003,1.0,0.9030303030303015,99.33333333333317,165.45454545454524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.3333333333337,0.0
170,30.333333333333172,110.0,0.2757575757575743,0.5871105772963044,0.2463855038034372,5,1,none,0,2,27798.38383838382,0.16666666666666666,0.8212121212121197,90.33333333333317,153.18181818181796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3333333333337,0.0
171,63.99999999999984,110.0,0.5818181818181803,0.5871105772963044,0.2463855038034372,4,8,none,0,2,27977.929292929275,0.6666666666666666,0.9969696969696953,109.66666666666649,179.5454545454543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.6666666666671,0.0
172,80.66666666666649,110.0,0.7333333333333317,0.5871105772963044,0.2463855038034372,3,3,none,0,2,28157.929292929275,0.5,0.9999999999999983,109.99999999999982,179.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.6666666666671,0.0
173,49.999999999999815,110.0,0.45454545454545286,0.5871105772963044,0.2463855038034372,2,3,none,0,2,28275.202020202003,0.6,0.5818181818181801,63.999999999999815,117.27272727272702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.6666666666671,0.0
174,20.999999999999815,110.0,0.19090909090908922,0.5871105772963044,0.2463855038034372,2,2,none,0,2,28431.56565656564,0.5,0.8424242424242407,92.66666666666649,156.36363636363612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.33333333333377,0.0
175,86.99999999999982,110.0,0.7909090909090892,0.5952946300975539,0.24703489418322233,5,7,none,0,2,28607.020202020183,0.5833333333333334,0.9696969696969681,106.66666666666649,175.4545454545452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.3333333333337,0.0
176,91.33333333333316,110.0,0.8303030303030287,0.5952946300975539,0.24703489418322233,2,2,none,0,2,28784.29292929291,0.5,0.9818181818181803,107.99999999999983,177.27272727272702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.666666666667,0.0
177,36.33333333333316,110.0,0.3303030303030287,0.5952946300975539,0.24703489418322233,5,6,none,0,2,28949.29292929291,0.5454545454545454,0.8999999999999984,98.99999999999982,164.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0000000000004,0.0
178,81.99999999999982,110.0,0.7454545454545438,0.5952946300975539,0.24703489418322233,4,2,none,0,2,29129.29292929291,0.3333333333333333,0.9999999999999983,109.99999999999982,179.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.3333333333337,0.0
179,90.66666666666649,110.0,0.8242424242424226,0.5952946300975539,0.24703489418322233,2,6,none,0,2,29309.29292929291,0.75,0.9999999999999983,109.99999999999982,179.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0000000000004,0.0
180,48.66666666666649,110.0,0.4424242424242408,0.6044862747676008,0.23365583305652957,4,7,none,0,2,29484.29292929291,0.6363636363636364,0.9666666666666648,106.33333333333313,174.99999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.6666666666671,0.0
181,78.33333333333313,110.0,0.7121212121212103,0.6044862747676008,0.23365583305652957,2,4,none,0,2,29657.020202020183,0.6666666666666666,0.9515151515151496,104.66666666666646,172.72727272727244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.33333333333377,0.0
182,85.33333333333313,110.0,0.7757575757575739,0.6044862747676008,0.23365583305652957,4,3,none,0,2,29835.656565656547,0.42857142857142855,0.990909090909089,108.99999999999979,178.63636363636334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.33333333333377,0.0
183,26.33333333333313,110.0,0.23939393939393755,0.6044862747676008,0.23365583305652957,9,1,none,0,2,30010.656565656547,0.1,0.9666666666666648,106.33333333333313,174.99999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.66666666666714,0.0
184,104.9999999999998,110.0,0.9545454545454527,0.6044862747676008,0.23365583305652957,0,6,none,0,2,30183.838383838363,1.0,0.9545454545454527,104.9999999999998,173.1818181818179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.3333333333338,0.0
185,57.66666666666647,110.0,0.5242424242424225,0.5988426632574901,0.23415627265131556,4,3,none,0,2,30337.92929292927,0.42857142857142855,0.8272727272727255,90.9999999999998,154.09090909090884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.66666666666714,0.0
186,34.666666666666465,110.0,0.3151515151515133,0.5988426632574901,0.23415627265131556,7,5,none,0,2,30517.02020202018,0.4166666666666667,0.9939393939393922,109.33333333333314,179.09090909090884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.3333333333338,0.0
187,107.99999999999982,110.0,0.9818181818181801,0.5988426632574901,0.23415627265131556,0,10,none,0,2,30694.292929292908,1.0,0.9818181818181801,107.99999999999982,177.27272727272702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.3333333333338,0.0
188,75.99999999999982,110.0,0.6909090909090893,0.5988426632574901,0.23415627265131556,4,9,none,0,2,30872.02020202018,0.6923076923076923,0.9848484848484833,108.33333333333316,177.7272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.6666666666671,0.0
189,33.6666666666665,110.0,0.30606060606060453,0.5988426632574901,0.23415627265131556,5,1,none,0,2,31020.202020201996,0.16666666666666666,0.7878787878787864,86.6666666666665,148.18181818181796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.00000000000045,0.0
190,85.33333333333317,110.0,0.7757575757575743,0.6146832019445502,0.22394824894968288,3,8,none,0,2,31197.020202020176,0.7272727272727273,0.9787878787878773,107.6666666666665,176.81818181818159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.6666666666672,0.0
191,50.333333333333165,110.0,0.457575757575756,0.6146832019445502,0.22394824894968288,4,5,none,0,2,31361.56565656563,0.5555555555555556,0.8969696969696954,98.6666666666665,164.5454545454543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.3333333333338,0.0
192,71.99999999999983,110.0,0.654545454545453,0.6146832019445502,0.22394824894968288,1,2,none,0,2,31514.292929292904,0.6666666666666666,0.8181818181818167,89.99999999999983,152.72727272727252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0000000000005,0.0
193,42.6666666666665,110.0,0.3878787878787864,0.6146832019445502,0.22394824894968288,3,2,none,0,2,31642.47474747472,0.4,0.6545454545454531,71.99999999999984,128.18181818181796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0000000000005,0.0
194,48.66666666666651,110.0,0.442424242424241,0.6146832019445502,0.22394824894968288,6,1,none,0,2,31785.202020201992,0.14285714285714285,0.7515151515151501,82.66666666666652,142.72727272727252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0000000000005,0.0
195,63.33333333333319,110.0,0.5757575757575745,0.6237422646294822,0.21518501443631585,2,1,none,0,2,31905.202020201992,0.3333333333333333,0.5999999999999985,65.99999999999984,119.99999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.3333333333338,0.0
196,36.66666666666651,110.0,0.33333333333333187,0.6237422646294822,0.21518501443631585,8,5,none,0,2,32085.202020201992,0.38461538461538464,0.9999999999999984,109.99999999999983,179.99999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.3333333333338,0.0
197,77.33333333333316,110.0,0.7030303030303015,0.6237422646294822,0.21518501443631585,3,3,none,0,2,32251.111111111084,0.5,0.9060606060606045,99.66666666666649,165.90909090909068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.66666666666714,0.0
198,98.33333333333316,110.0,0.8939393939393924,0.6237422646294822,0.21518501443631585,3,8,none,0,2,32431.111111111084,0.7272727272727273,0.9999999999999984,109.99999999999983,179.99999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.6666666666672,0.0
199,35.33333333333317,110.0,0.32121212121211973,0.6237422646294822,0.21518501443631585,4,1,none,0,2,32564.2929292929,0.2,0.6878787878787864,75.6666666666665,133.18181818181796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.6666666666672,0.0
